index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
(1,),0.188382448463405,-0.007013502645085909,-0.005958599103294214,-0.004914540369636281,0.009189313291585845,0.01780158883038712,-0.0008063668928233364,-0.005921120399330767,-0.001782801748391815,0.002360370828911677,-0.004089423644779557,0.01321255636308512,-0.003811338432002625,0.004556297137879541,-0.005558600455163244,0.0006980965929066026,-0.01348804053440903,-0.008261364484380803,-0.004551776993590994,0.004444429317011882
(2,),-0.007013502645085909,0.1661826350555395,0.01206369363668052,0.008612943389933644,0.00739871453063631,0.01849026460773812,0.007694055070429497,0.0004407795599429231,-0.002334926887438279,-0.01097563233092444,-0.005624387242915092,-0.01173598136551087,-0.01069495735108539,-0.002625544728635046,-0.009562821773735252,0.006500425023409012,0.0003193358675597928,0.002774178001523049,-0.01613837562944601,0.01027725118748105
(3,),-0.005958599103294214,0.01206369363668052,0.1879476544690657,-0.01070344717800265,-0.01189318207409992,0.01129422735614123,0.007158920097370368,0.003792608105856072,0.0046254299832525,0.01040864939016028,0.00393161902467384,0.0008513867179016715,0.008407177848235615,0.006890229907070168,0.0103381380838868,-0.0124085310272145,-0.01223994327127801,-0.006037054207989005,-0.0009526279754735795,0.009010514734802756
(4,),-0.004914540369636281,0.008612943389933644,-0.01070344717800265,0.1747651307322348,-0.0123140245633282,-0.01653819104910249,-0.01132173668112773,0.007441126670863465,0.0005424999545540159,-0.005779856936642792,-0.001560639790654494,0.01890766666234,0.00098407557699513,0.009424775853873378,-0.003885497066857102,-0.00752920893353515,0.000118296209261432,-0.00888275779861964,-0.01465639318462881,-0.009897653471615657
(5,),0.009189313291585845,0.00739871453063631,-0.01189318207409992,-0.0123140245633282,0.1912473619688091,0.002041110996980647,0.003757950913205326,-0.003544714493851038,0.00102884344188828,-0.01031954540073929,0.008290351528929246,0.004248542839571528,-0.02074710042486777,0.002307482275312387,0.003564499810548222,-0.01510272488916758,0.004943106037732434,-0.002965766231620904,0.001609925884955125,-0.007320095855529318
(6,),0.01780158883038712,0.01849026460773812,0.01129422735614123,-0.01653819104910249,0.002041110996980647,0.1739870151792578,0.00792660202090739,-0.009408318989854975,-0.001250976101157757,-0.003152376623698975,0.01540465575854338,-0.005166129690157282,-0.0149313136138613,0.005581697132028584,-0.01255553844027537,0.007347982386216685,0.01031702807994782,0.01179601821443295,-0.01632999005158944,-0.003110049299903018
(7,),-0.0008063668928233364,0.007694055070429497,0.007158920097370368,-0.01132173668112773,0.003757950913205326,0.00792660202090739,0.175215359266409,0.00111846734995822,-0.0008225152051824908,-0.006432982732719906,-0.0130702104364696,0.002605766568619436,-0.002348266666393535,-0.01420625493953195,-0.0003206740536871321,0.002414183527025632,0.00894213459986654,-0.00892782106405085,0.002382765870747132,0.000343615403962633
(8,),-0.005921120399330767,0.0004407795599429231,0.003792608105856072,0.007441126670863465,-0.003544714493851038,-0.009408318989854975,0.00111846734995822,0.168147389865714,-0.0002502057053046041,0.00387819999132585,-0.000377440848382109,0.008327229362403456,-0.005565685761468307,-0.005605771886609288,-0.01608502952683922,0.005384465266060064,-0.005040826749775486,0.005089253550354089,0.003287667843312366,-0.007808342672422421
(9,),-0.001782801748391815,-0.002334926887438279,0.0046254299832525,0.0005424999545540159,0.00102884344188828,-0.001250976101157757,-0.0008225152051824908,-0.0002502057053046041,0.1495050368706441,-0.001714453314468684,-0.01454915600226895,0.005859193822902464,-0.006203555940925769,-0.01302126859202307,-0.002387969776643185,0.0108401962616639,0.003823116294416346,-0.003827229548013884,-0.005128002832734129,-0.00351962381233599
(10,),0.002360370828911677,-0.01097563233092444,0.01040864939016028,-0.005779856936642792,-0.01031954540073929,-0.003152376623698975,-0.006432982732719906,0.00387819999132585,-0.001714453314468684,0.1736437684523893,0.002816900270126042,0.001389166068387432,0.02197523924428568,-0.005238247141393773,-0.01057419532478236,0.009207550336940165,-0.01699244611896113,-0.002865767579610071,-0.001793759354305457,-0.004335229423429217
