index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
(1,),0.4286965101991171,-0.02325077606882967,0.01626072523847792,0.002739239021409131,-0.01337073285545688,0.01338348158853008,-0.009863750572535301,0.009425015185960672,-0.00304158668169219,-0.009510113770237888,-0.001627452425664493,0.01363279422365494,-0.0001387069189652126,-0.005293054216922783,-0.007438400944735909,0.02732324014759229,0.00298871681697913,-0.00865545633923696,0.01376676769324466,0.01622616206790918,0.02378991639444277,0.0006276583278254831,0.003897747621209101,0.01372173711480634,0.01583020633887342,-0.01482757753223665,0.003073083977644529,0.01277301815566275,-0.002155326217970752,-0.006385253225135688,0.0008703771585288101,-0.01102521743123105,-0.02961604260268016,-0.01338970256145784,-0.01597647164326409,-0.009571236077613052,0.0009188224951808613,-0.001854385717775933,0.01238483859347182,0.01350007274751266
(2,),-0.02325077606882967,0.4453256939049567,-0.02426978656097566,-0.01669494769746881,-0.0006793768211331201,-0.007364095083399191,0.008578275702186371,-0.0003745013469351921,-0.02956578528874146,0.005961289812215621,-0.004260669885717961,-0.01048589244606754,0.02405247918709806,0.007395844316215702,0.00230580894768191,-0.01810802241251368,-0.01751300963168669,0.0006617715875888409,0.03696444320303975,-0.001533013481141816,0.01472317479914275,-0.003519312465393947,0.01022779055563252,0.002602049573747913,-0.0260142364033005,0.01659568897135767,-0.01043295455580039,0.002469140541192223,-0.0006490137844646831,0.02423974785238504,-0.00311885617742227,-0.02079291056734218,-0.01030652664274102,0.01335402240021686,0.01746853763910566,-0.02642600572655809,0.01659001190408971,-0.0238261531076345,-0.003748686634755694,0.01092409615865881
(3,),0.01626072523847792,-0.02426978656097566,0.4890631668395607,0.009556040156781092,-6.202475232559512e-5,0.02246612433565142,0.004791936170985597,-1.733499369604319e-5,0.01606494898365715,-0.01340410689218751,-0.01254999743313094,-0.0094422651889908,0.003634933387890742,0.008207927853439025,-0.01697990578744357,0.00541839675952069,-0.00833415802226073,-0.01346108236215174,-0.01347537670028282,0.01358944895925737,-0.002914583954062484,-0.01717896251705074,0.03179861909247755,-0.0003047527507364358,0.01423657224995993,-0.008756705991160938,-0.002475909515226136,-0.003262638179465382,-0.03111856707130447,-0.01959739845434744,-0.01107165798688858,0.01674579751784589,-0.0051754238658237,0.01317200123872659,-0.02504285551165229,0.007745113870157413,0.004551540873353325,-0.01105878583412207,-0.004592196081049509,-0.005877564661388335
(4,),0.002739239021409131,-0.01669494769746881,0.009556040156781092,0.4620394475548191,-0.02848811337721453,0.01725270435060809,0.01349856570851447,0.02439034425999118,0.0144896111556866,-0.01648420895268792,-0.008701338314550291,0.0104814479089764,0.02514860960273266,0.00310403999820715,-0.008520251230490578,0.01446240166405921,-0.00272022034489784,0.01952445603930562,-0.01186108453190494,0.001612677955805789,-0.01726952751369583,-0.02022952146569385,0.01185106065213317,-0.004746561257671245,-0.006285808736559336,-0.0214915690353531,0.008884229064746521,0.02958551169384609,-0.01300996459067641,-0.02380845020690723,8.943735818213173e-6,0.007503602992183622,0.003975281101870232,-0.02482557410469893,-0.02109074497872589,0.005046458551051791,0.01564055760760113,-0.0002541370864084036,-0.001382193404772225,-0.01522028824896761
(5,),-0.01337073285545688,-0.0006793768211331201,-6.202475232559512e-5,-0.02848811337721453,0.4813919784631311,0.007839679607626295,0.02033669382467844,-0.01598241597433886,0.02100100810519309,-0.01816788947769705,0.009323458509659767,0.01101370302310614,0.01936469862069353,0.004850172232061609,-0.01351584175118772,0.0002196710103254695,-0.03043016583388326,-0.02376465755520456,-0.01045830319356193,-0.00965190070434736,-0.01671475819032156,0.004534644846369415,0.03059827408505098,0.01064546505390955,-0.004604531770950597,-0.02405480680085303,-0.008676327173664868,0.009968580097920617,-0.004872975445535895,-0.01714976264115967,-0.0001399635605513099,-0.01131379190477634,0.003121406207702579,0.00702942245548469,-0.01153176124919431,0.005659470242970159,-0.01452536764238123,0.007378023502046039,-0.008769013721465175,0.01391848266977151
(6,),0.01338348158853008,-0.007364095083399191,0.02246612433565142,0.01725270435060809,0.007839679607626295,0.4512663925453567,-0.01737920334266415,0.01517518936656361,-0.01926288516884564,-0.0144671181130425,-0.007068290657444729,0.01553794542470803,-0.002140452536794274,-0.00498293827921019,0.02587139233554704,-0.006783837752400307,-0.01460231590036978,-0.01797824158891519,-0.01053962106583518,-0.009563412224003975,-0.01281286300994894,0.01303262765843902,-0.004263131910010771,0.009871178344084644,-0.01832028124888118,-0.02498263650557458,0.02082194406453016,-0.0102595103893279,-0.008283740307060427,0.01676977266550204,0.001883222457680263,-0.03952445911422727,0.02131640601546267,0.003001708646918615,0.0006746383560401507,0.005704416408162188,0.003690224767342504,-0.01560262971402782,0.006755996662428191,-0.008822390050804454
(7,),-0.009863750572535301,0.008578275702186371,0.004791936170985597,0.01349856570851447,0.02033669382467844,-0.01737920334266415,0.4690164048306431,8.228863016460197e-5,-0.00517339516510068,0.01114654679164992,0.01604027068065574,0.02341257717234651,-0.01712031165400596,-0.01832584727063581,-0.007796297801095206,-0.008408710439987015,0.02248297159177118,0.009347422050276225,-0.02130400668401778,0.002367783947926499,-0.0174210908608488,-0.000185182034494686,-0.003842440246483817,-0.0004589102682882312,0.005626179474248241,0.01870140759598836,-0.03111282350281088,-0.01482735540170594,0.008745637922255887,-0.007641157234987659,-0.005839678248380352,-0.003031973053651622,0.00348469098313244,-0.02191372849207742,-0.008398406794490332,0.009911384100216867,0.001707245511591469,-0.01253596519746393,-0.01382177977359392,-0.01599571486150577
(8,),0.009425015185960672,-0.0003745013469351921,-1.733499369604319e-5,0.02439034425999118,-0.01598241597433886,0.01517518936656361,8.228863016460197e-5,0.462924191713242,0.002147886627680059,0.01493579519239411,0.01346018144063631,-0.0131972649373846,-0.004308770738243392,0.02807351561697129,-0.008224181904016229,-0.01277397744335812,0.0002713162428788025,-0.02130146012444427,-0.01947435233853819,-0.001032935542277319,0.02003223649790181,-0.001076678322145154,0.006257213118912729,0.01034555939445262,0.005077963734198101,0.002431964432987806,-0.004606672727474794,-0.01370096718764939,-0.009910777278347872,-0.007977116708492889,0.004419066285857434,0.005186358736508937,0.002066778237365121,0.002507335392822501,7.031285903254665e-5,-0.01870067091059045,-0.001032924907170197,0.005688726338498411,-0.008025734848317877,0.01066303687576928
(9,),-0.00304158668169219,-0.02956578528874146,0.01606494898365715,0.0144896111556866,0.02100100810519309,-0.01926288516884564,-0.00517339516510068,0.002147886627680059,0.454343406263003,0.002949671989819166,-0.01203416549293293,0.002525354873641967,-0.004645638911873209,-0.01739150254336962,0.003954647957164655,0.002677469778414912,-0.001079679991276521,-0.00856380200883424,-0.01453679738060332,-0.02910195525693821,0.03741691489020388,-0.01665560286367596,0.002078310827308335,-0.0166139642531241,-0.02793344796392548,0.009881241646546118,0.003920358621126833,-0.01352682038603312,0.01475384796032816,0.0208663532074912,0.003781669500200709,-0.01408466699616781,0.02760357678814123,-0.009319878733546321,0.01718153952377576,0.01170892730312334,0.008784510089828832,0.02181493892968866,0.01148453675654084,0.006431211885367999
(10,),-0.009510113770237888,0.005961289812215621,-0.01340410689218751,-0.01648420895268792,-0.01816788947769705,-0.0144671181130425,0.01114654679164992,0.01493579519239411,0.002949671989819166,0.4646696419302701,-0.01682387028821121,0.005615747129147147,-0.004405515351991504,-0.007537518523186359,0.03231766353534002,-0.005686456299356714,-0.01227388547641462,0.001412522197952988,0.01663153066579458,-0.01117290169525796,0.02436679997697203,-0.01330781671484579,0.03153080631472379,0.02170280627371965,0.01251367924376916,0.0002022870953043151,-0.008570130871902636,-0.006252409701476132,0.01566093453491734,0.0167658018269723,-0.01978717005942923,0.02669469913385736,7.240109053911225e-5,-0.005017827929848324,0.01037951874594422,-8.553055211656724e-5,0.009957897665331774,-0.002555233781152539,-0.00994930339417587,0.005934702329835707
(11,),-0.001627452425664493,-0.004260669885717961,-0.01254999743313094,-0.008701338314550291,0.009323458509659767,-0.007068290657444729,0.01604027068065574,0.01346018144063631,-0.01203416549293293,-0.01682387028821121,0.4455250412970244,-0.005727965204052452,0.001939202961366093,0.003561730626994437,0.02848952453985937,-0.01113942027397424,-0.001969978331375781,-0.01306831992925484,-0.008343533655101612,-0.03776622383496486,-0.008211730522524783,0.01085484486337515,0.004962192105283316,0.01511934851936635,-0.01635610730635165,-0.02496994265073634,-0.009528595502168113,0.007958984153137729,-0.00511400050797021,0.005310230534010098,0.01727829461511361,0.00988090930070121,-0.01501548228630614,-0.005890930383615741,0.007168287573136032,0.005541634243505918,-0.01693332077611882,0.002295468731704713,-0.0119337261273839,0.0312136658706937
(12,),0.01363279422365494,-0.01048589244606754,-0.0094422651889908,0.0104814479089764,0.01101370302310614,0.01553794542470803,0.02341257717234651,-0.0131972649373846,0.002525354873641967,0.005615747129147147,-0.005727965204052452,0.4549086024762147,0.01969759058534409,-0.03610847786212282,0.0003853870007382276,0.01660114737644371,-0.005268540897816058,-0.02375059575986429,0.0141216669810211,0.005370717752188781,-0.008957539686143733,-0.02343213338643466,0.008112134884767634,0.02126360624114161,-0.02548064423528089,0.01557913796062623,-0.01884620303931803,-0.02096898160166213,0.02667688279898926,0.004109351828974709,-0.008078250282224858,0.02156264979851844,-0.02207383909002945,0.01970310233585509,-0.01470829240212833,-0.03688312474611927,-0.03233348703450314,-0.01293735091212195,0.006061271696068663,0.008310924664544384
(13,),-0.0001387069189652126,0.02405247918709806,0.003634933387890742,0.02514860960273266,0.01936469862069353,-0.002140452536794274,-0.01712031165400596,-0.004308770738243392,-0.004645638911873209,-0.004405515351991504,0.001939202961366093,0.01969759058534409,0.4457905054323202,-0.01463629056807411,-0.005439644259458972,0.007423726186874679,0.01811450009993275,0.004957855446449861,0.004682492629013979,-0.001586694937785722,0.02385876893283208,-0.01451550400357124,-0.03233797405713236,0.01068764331596578,0.008327461669013811,0.008953814896078483,-0.003863461018858206,0.005195069313993137,0.006254864282366638,0.02924615510722212,-0.003999245252668622,-0.01903720261915828,0.03170289565671645,0.007792227676354492,0.003687848395155533,-0.02057639395428035,0.02835905474968892,-0.007236421143830011,0.006218203081702884,-0.00758632251750786
(14,),-0.005293054216922783,0.007395844316215702,0.008207927853439025,0.00310403999820715,0.004850172232061609,-0.00498293827921019,-0.01832584727063581,0.02807351561697129,-0.01739150254336962,-0.007537518523186359,0.003561730626994437,-0.03610847786212282,-0.01463629056807411,0.4557907220609327,-0.001152821099370878,0.01023417026349583,-0.01530359338077036,0.01893637112397515,0.01782223031012758,-0.004880387566506592,0.007019174634103594,0.01897915670226149,-0.0001436799831046074,0.00175452816875958,-0.01106818262978353,-0.005727014002153293,0.01755751549673912,0.01099514418957899,-0.01259209120316175,0.004950712528177019,0.0003178120925692333,0.002704456390898891,-0.0001834117158202334,-0.01445368023240812,-0.02240536629089793,-0.007064838648316302,0.01669431225163004,-0.00709855535171987,0.007717887328018292,0.02275239797927348
(15,),-0.007438400944735909,0.00230580894768191,-0.01697990578744357,-0.008520251230490578,-0.01351584175118772,0.02587139233554704,-0.007796297801095206,-0.008224181904016229,0.003954647957164655,0.03231766353534002,0.02848952453985937,0.0003853870007382276,-0.005439644259458972,-0.001152821099370878,0.4590490383852944,0.002324512967812315,0.0393278435461973,0.01447479866681756,-0.001245057200827048,0.01285162449615428,0.000110140458368243,0.003881539950097658,0.00794609940868984,0.02885161837676016,-0.01312478555159551,0.007431873449769762,-0.02823450799895422,-0.0218090642288446,-0.01849361329071732,0.0075037413421424,0.005441805054593939,0.000936267064087186,-0.03862994868820675,0.008591101150616459,-0.009194918520300018,-0.001684439959709531,-0.03497375912161133,0.0311903014149248,-0.001199233811637056,0.002265384002947887
