index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
(1,),0.1300252626978775,0.3251423292551235,0.02106239221691736,-0.5141988748271558,-0.5624147652602203,0.7821834905173412,0.3177396284230579,-0.03908777785002319,0.5654378930521662,-0.264716136188991,0.01403819595387767,0.1332901269764953,0.7327866207867954,-0.5627848906736962,0.07864895801152783,0.4460604144225495,-0.7769289518372811,0.2834672133539037,0.3710396653734532,0.2268690242777887
(2,),0.4578299688519449,-0.2181229908589133,0.1408251196612078,-0.7996390930520982,-0.06430931530151096,-0.0684560631188239,0.2402166278258882,-0.2029140639647287,-0.3435689677241774,-0.1781906596025128,0.5055935209354836,-0.5505506742806359,0.1628961871563465,0.6657229559432062,0.2906146098026919,-0.1257173342335749,-0.1279847808144853,0.08422749221081319,-0.4396241547674485,-0.5760713408940998
(3,),-0.792457432380616,0.4026367872723604,0.5033900355089171,-0.09056663946961213,0.107989800219443,-0.1635176618155747,-0.4776336950621449,0.2043327104278689,0.1951093533199095,-0.2199378092581213,0.01553874005182748,-0.107321047119098,0.3491535467213399,0.5463319552867432,0.6316134763217709,0.03935286757299725,0.4735433691998839,-0.01286760823616195,-0.04551755910831734,0.3080209601930693
(4,),-0.5036357961824967,0.1928458122473194,-0.1291200747405857,-0.377328395804526,0.248967063843856,-0.2155742778695514,0.7392454386275913,0.2767076059232103,-0.5950115099101578,0.9258952278169568,0.1345172245646133,-0.2085999269981704,-0.07750778803033631,-0.1795233516709436,0.1697965235387122,0.2156622576780781,-0.4045142636703019,0.3380691909520385,0.3131987615715868,-0.1286715791745404
(5,),-0.2237846378923997,0.5803555273161335,0.1110152618521729,-0.2445243176214107,0.07290447154929153,-0.02404090967294459,-0.3962066519851607,-0.004755338769046713,0.3382899464709439,0.6590968933109899,-0.1527628048730122,-0.2296717026879355,-0.1296676502194201,-0.3032678862875789,-0.3809108822024233,0.222808562206292,-0.7440061223016684,0.6660314724163007,0.1426291779284991,0.1296599628009388
(6,),-0.066562643979517,-0.2386218922006363,-0.6477780240446588,-0.37111464745009,0.2873069379102342,0.2112172260927254,-0.2213545481765822,0.5606289173799044,0.2329390123619413,0.01406587504840995,-0.1395307429165238,-0.6852015673261809,-0.03566269826855817,0.2743548734297635,0.08627233095931575,-0.226620683454711,-0.5510397993873952,0.6225902045582347,-0.4089278582279843,0.01999772328163688
(7,),0.4406713569086008,-0.1350442593921126,0.31661562739039,-0.1430502858325077,0.006941760020315435,0.04213842216657254,-0.3008601296068282,0.06807767020534028,0.1143716625187635,0.5729704452114612,-0.5915638578622511,0.3605495868398921,-0.8735497936608543,-0.5249109843341375,0.2394000158127931,0.1722993624990246,-0.4148333560507546,0.8202587860427902,-0.2410417107124416,-0.05309111425256202
(8,),0.5519647571248892,0.1963740056977,-0.1513498736930868,0.8068183847905023,0.4486118662897742,0.0369096215719871,-0.3927186789503817,0.5363369599192969,0.2303737710036598,-0.07203703405772081,0.04257745757994225,-0.5750472499830802,0.768330797306352,0.03930379535844912,0.8825712701840738,0.8314647950643475,-0.5157857771466199,0.7424193744196691,0.02635766140730693,0.2834943770978088
(9,),0.2538425038864821,-0.3250854532885701,-0.6755389059131773,-0.3535076323986852,-0.6141145840846639,-0.1084711912655386,-0.1274779134842084,0.7351507869552437,0.1188046711675281,0.5238166623557534,0.3131314910969165,0.04003562900937846,0.2146357865016093,0.5379765460523728,-0.8514883214837765,-0.4707792635270859,-0.2313686239445336,0.7554280781156081,0.07480258747245938,-0.04404157715814346
(10,),0.6460404884969067,0.1123174289627372,-0.4569781041616635,-0.1658257529101988,-0.0588117438785119,0.1212609815849855,0.2709663891941272,0.2574310976651932,-0.2442903503319039,0.7206069165998766,-0.2474199142056483,0.5968632913906053,-0.01936736469665062,0.3221009193191534,-0.4854082651674854,0.04020246636517288,0.01194242137454729,0.05967064274711553,-0.3898656666917911,0.4312098482308719
(11,),0.2322931897070581,0.01690644806153746,-0.106627809654522,0.2449020079180333,-0.5417159358680957,0.2833560070858965,0.08071421243861146,0.03555572062053713,0.08446298110635231,0.1498493360106571,-0.5259943326090105,-0.09356412344860708,-0.1576857049248765,-0.1650862639789077,0.07948574011950571,0.397229514166152,-0.7429941578766786,-0.882751920486724,0.1701998310260481,0.4979305887288781
(12,),0.1251119381036266,0.3751407786718737,-0.4325790721233873,0.237323368066941,0.09118502563757003,0.3251198551552135,0.4689013909692363,0.6563596137088533,0.2680099341217942,0.2748044220294354,4.202305927081262e-5,0.2424931142809252,-0.07581573345217779,-0.2157294879561452,-0.353222159994755,-0.04646211257054436,0.3921917151830004,0.04775561716929952,0.3923608258555035,-0.439790272078018
(13,),0.16861723348818,0.1377914232664206,-0.3383043341601558,0.03916573723247829,-0.2578960620153888,0.7228382544190415,0.4976862158160389,0.2216324678472497,-0.6614155684018193,-0.0355506401225506,0.3614990855741619,0.3473374632712155,-0.2569070328485382,-0.5084874632394426,0.4004210405045286,0.1283388729583174,-0.8245245542230617,-0.1958571270019691,0.8993894364284817,0.1003852756362037
(14,),0.2666706508653553,0.01962020664199904,-0.07239548497363962,0.1882682547623658,-0.07195133146972973,-0.08406188077194393,-0.1224339567536862,0.116545144051644,0.4433772356800993,-0.05045741269402249,0.08667187853096067,-0.1370351386577299,-0.1562835462828253,0.8225880743603773,0.2422128032773549,0.2861338351078164,0.2401828237973726,-0.5100972949801701,0.06692641926721471,0.1055803803637617
