index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
(1,),0.1846550184798424,0.008589155421149543,0.002627460517934527,0.003636501207374675,-0.00536701081388808,-0.001159811384539686,-0.005489836193070162,0.004189562842310557,-0.002271256018819353,0.0003585575608785477,-0.00843412742375898,0.00427521187010236,0.002191790455518706,0.005836830735982619,-0.003321698101677767,0.003363376227114356,0.0006534015837041295,-0.0009300898580502709,-0.002525533684838687,0.01474570621693814
(2,),0.008589155421149543,0.1933557092287651,-0.006252682639687914,0.01246916147782288,-0.001403614302863587,0.005325533853662007,-0.008121901089968358,0.01104962839724739,-0.01218524602678871,0.002261765972529967,0.001905099767133666,0.0112631085192715,-0.01241919908078126,-0.01191146088667597,-0.003782860836932209,-0.003667310482751444,-0.00043452221101405,-0.003856681622183648,-0.004964819530541732,0.0003205380990006228
(3,),0.002627460517934527,-0.006252682639687914,0.1875858363454172,0.003400609956177743,0.0006983220899750098,-0.003353674875043659,0.00900078320444225,-0.006972914461795782,-0.006760062500399615,0.008002570546124988,0.003615536919278902,-0.007468831944494013,-0.002687473009663276,-0.003455636574022043,-0.01169112811608057,-0.001488546234613538,-0.001642483429333636,0.006331712398992206,-0.004358676104190213,-0.00851107583832817
(4,),0.003636501207374675,0.01246916147782288,0.003400609956177743,0.1804763707998898,0.007710491890655451,0.007034918164830208,0.0009128933457739527,-0.0105495184335051,-0.001119748698432103,-0.004931256595976386,1.101623549677798e-5,0.001639390727913968,-0.001539085391056244,0.005640989058759393,-0.007211400291617216,0.004149835995251573,0.0004368172799444453,0.009505058515379599,-0.003794544362364001,0.002273615838199396
(5,),-0.00536701081388808,-0.001403614302863587,0.0006983220899750098,0.007710491890655451,0.1950843455028611,-0.002533623548147505,-0.001543077031445225,-0.008011435102359233,-0.004424011635658142,7.5344728371829e-5,-2.253067253179293e-5,-0.009224520657015093,-0.004079249797706162,0.006238397399950019,-0.0009493648358579365,0.007875921302900062,-0.003011489951694586,-0.004069066986789318,0.01033738738052678,-0.01350061747935095
(6,),-0.001159811384539686,0.005325533853662007,-0.003353674875043659,0.007034918164830208,-0.002533623548147505,0.1855641928698605,0.002601894619019167,0.002168784625838359,-0.0004424753153753854,0.004391698855339039,-0.002742798426926518,0.00296090510439186,-0.004212051894200787,-0.009853736523455451,0.005209300082817801,0.003030402387575486,-0.00325153393773019,-0.0003943582654841264,0.005106019481068216,0.0008013743906181317
(7,),-0.005489836193070162,-0.008121901089968358,0.00900078320444225,0.0009128933457739527,-0.001543077031445225,0.002601894619019167,0.181716102331498,-0.004098120538927245,-0.006106851711418549,0.006557453223502811,-0.001394642248935909,0.01114651837777889,0.008581816402932783,0.00837263884433095,-0.008770685995622265,-0.01648687691254223,-0.008231253677731918,0.003091015749739231,0.00782776424529993,0.009004101456193805
(8,),0.004189562842310557,0.01104962839724739,-0.006972914461795782,-0.0105495184335051,-0.008011435102359233,0.002168784625838359,-0.004098120538927245,0.1900146990815803,-0.007362938238483429,0.00376624835341951,0.005997220837844413,0.0007920211496432044,0.001915900549882218,0.005902132642441401,0.001326160742405052,-0.007748102647691229,0.003775988329502173,-0.005159298624752466,0.009128000472748726,0.001773824173552559
(9,),-0.002271256018819353,-0.01218524602678871,-0.006760062500399615,-0.001119748698432103,-0.004424011635658142,-0.0004424753153753854,-0.006106851711418549,-0.007362938238483429,0.1827291679061501,-0.002138910266845742,-0.003180236771469966,0.0008199727964705173,-0.002113800309780099,0.0001383785241700346,-0.002248811400386099,-0.002818266378297141,-0.003611431527263136,-0.0006408527893828281,0.005158693275349075,-0.01048048992415904
(10,),0.0003585575608785477,0.002261765972529967,0.008002570546124988,-0.004931256595976386,7.5344728371829e-5,0.004391698855339039,0.006557453223502811,0.00376624835341951,-0.002138910266845742,0.1840728793137667,-0.0001414224514020199,-0.001494498594018326,-0.001685553775065657,-0.004291327975637804,-0.001392128613169991,0.009443547338085712,-0.01194802459855353,0.001683215949732546,-0.001115344512472131,-0.004066143756942025
