index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
(1,),52.88062348445944,0.5728408745754774,0.4919673017819128,0.8495233643131695,0.4333187066697964,0.8372428653002206,0.7541366951880036,0.1906527341244419,0.3773913722566219,0.2919955713944011,0.7467746822195594,0.6058795512675934,0.9034639277815107,0.2206750382223506,0.7007569849023654,0.6376516668341857,0.8903357196322381,0.5955983897713559,0.9430767578495486,0.5653687989833164,0.2356216372530669,0.05447472747823858,0.6877000976132783,0.2848903337666002,0.1273352211116422,0.8527847602399808,0.7045526792075272,0.3091948775668821,0.09484829524735745,0.005737805080589501,0.6810263798431927,0.6477609677428093,0.8728907028941505,0.6933089618018541,0.5205806892459346,0.14850079424279,0.7473964063655874,0.03984058446437468,0.774206373688443,0.9184125758417121,0.1273105132947698,0.8845259170798236,0.514518379862867,0.8057260750251677,0.6327224934942333,0.3252885082132155,0.7093691173856805,0.158288623562939,0.01713217955300364,0.9243372330127801,0.5518176977172545,0.05223652943313935,0.9770283454956414,0.5833596342903992,0.364677300057941,0.556411621982132,0.6108974002736764,0.9465574014787026,0.58741446712639,0.8894291720714027,0.220010349634981,0.07403731264515145,0.2977953970671197,0.3801473192447761,0.2738550540509328,0.3227386501866069,0.9588153855230896,0.5686386955243667,0.1771334328388919,0.6773864411379803,0.4048459577979009,0.59461926545396,0.6818358897417154,0.8460687738066752,0.5949092279381684,0.7643481033885592,0.225412249492023,0.8133007619998052,0.6086506428566975,0.0770885267969748,0.4395813234455799,0.429556722914289,0.5955056660895537,0.2485465046915896,0.8453750506065489,0.9164894391096002,0.06992734533004999,0.5320919667797559,0.204923573022212,0.8007116369561447,0.6185720527671814,0.5111511163293115,0.1756866506727612,0.7862663983565762,0.5403427944279924,0.6595887577324345,0.7728603993837344,0.4628197714919939,0.9042955037371914,0.5659288893133393
(2,),0.4506845799777756,48.21026710622358,0.1461169817812167,0.4123324377207636,0.7216489912394607,0.7704884556282381,0.13807433956755,0.9568349174962677,0.3487902702150509,0.1976037842038417,0.1072084634912112,0.891653870211962,0.06814875844861831,0.2690339377638546,0.563709126972563,0.3415117143971679,0.7196771332706071,0.2442492961623054,0.6063702402506271,0.4871682628958024,0.3862083772224671,0.1353876010086433,0.46893068787743,0.311939304323348,0.5811260586262972,0.4019974087886627,0.3961316722831544,0.1308836278873788,0.1687880547377834,0.6719107727723831,0.8602948506854772,0.5364386644986862,0.4528166809778719,0.9554569146072548,0.2663826283051047,0.1773647597636547,0.01902143199569871,0.4345093228035247,0.7721888502357521,0.9763380485867443,0.07255579615815042,0.2442940999848724,0.4937481710316554,0.3920601311643939,0.2024277610244622,0.4603899467641211,0.7099386696336902,0.6862099439821442,0.8388750632463138,0.3409005082401461,0.56217883508453,0.2155071428870659,0.2540321033857382,0.7451670176635128,0.9151778892945398,0.2607486523908866,0.3747995036792168,0.7992335025371147,0.1084000123135859,0.9490072772208255,0.6683554395788194,0.414631384230915,0.8708086413733982,0.1336911625702935,0.6222780576534117,0.1891613593400761,0.4313364219799223,0.4442969412708193,0.6315698796705874,0.1427554362104628,0.9884588848162187,0.3755577929526833,0.5057467981191872,0.5582762525069045,0.3417248548799104,0.1054662875811505,0.4128219698731885,0.6276570195900981,0.7989610148373644,0.6643605056798708,0.7465757631213176,0.9620136288416732,0.1237239762468345,0.5571483480536419,0.9454485734792751,0.2965829436922061,0.8634171654014525,0.03609117202376542,0.9691341860351439,0.2630519621776667,0.828658594296327,0.07407670878877334,0.6625355739916692,0.5425828173198708,0.72264503398096,0.2692631489271506,0.3866013568436713,0.7989909679380868,0.9890770762888716,0.06365869669075125
(3,),0.2324754732821762,0.2214139082505589,51.79384587715116,0.4424224592932681,0.4772611462727253,0.4597429836772863,0.593034973147892,0.3704943568856865,0.5658872453876014,0.6408619649885446,0.6175799211375267,0.4996163360717766,0.01278631147628384,0.4201752197157745,0.3893748947008503,0.4907685034141274,0.3915444834624046,0.254827930844648,0.97029084808781,0.0913756739935897,0.2355989995665592,0.2950072554769526,0.579029979654143,0.1233247004965772,0.7770850421031475,0.5467118221082842,0.2926749476034098,0.8816136287358508,0.8466922037756544,0.2220450298570212,0.04617099342064331,0.5937284377539014,0.2434545657075962,0.7146836496954063,0.8216095407688994,0.378454281168248,0.9551275961059957,0.111297118559128,0.05686862288363526,0.1641995728024108,0.9338398646206111,0.8990471879043522,0.3177185998408584,0.7000464091601797,0.5440371245577109,0.8637508297615112,0.4859584239030719,0.720770070499184,0.9676841554278146,0.4337134255688735,0.007174408363002734,0.9236049391337299,0.881133810353892,0.4842256363907743,0.9509374596067487,0.2761468821725118,0.002210945422467904,0.4454746496503613,0.644913609656488,0.6211564147936445,0.8348026632613501,0.6914673589198552,0.7686205505173174,0.7550942109760692,0.611765295204953,0.8497716759377567,0.3495760544534865,0.8338806082832502,0.7523224063722131,0.9232148769838129,0.6337676137401104,0.442357696655426,0.1816314515151463,0.3919098740327643,0.2227153954971403,0.2024797522676693,0.1926609683545496,0.07583163947786238,0.6299862459934359,0.5334336338136461,0.1052736160107311,0.4917395618058219,0.640985754896408,0.5766608746812878,0.5850734293921283,0.7243256696353763,0.3166991765068178,0.8864018867895906,0.8765290048898481,0.3615495680116583,0.6648560379301997,0.6742119981083885,0.8338675077133678,0.3679267045395451,0.8042436736634583,0.6127098873278566,0.6225817207405347,0.7935313644610111,0.08003979945837375,0.7564911992091544
(4,),0.296988513510358,0.3230836378886742,0.4507851805151742,49.07882358441702,0.813827046865744,0.9708351135971443,0.852233178859338,0.9172693580214414,0.3266128167182292,0.02454909559293714,0.6767187146373083,0.0619466618818305,0.2188079353850516,0.8248316754950434,0.1307400824595286,0.6145530852519239,0.1903098968334256,0.4940634423154657,0.6690336314773108,0.8218399612702194,0.9202041204005336,0.6710772197279666,0.1617836437649127,0.8533265648651138,0.9066418372211896,0.3577241597077168,0.7865180928767548,0.8857035792311135,0.4025895715237983,0.2574772746741906,0.299841342023527,0.4423279136510534,0.6180385060177683,0.3548955441692856,0.8634406808477374,0.3292350821578054,0.276262874992415,0.6368414052909583,0.9651347420593748,0.2638562469721417,0.9195312059691457,0.01298186820549387,0.6628667808883203,0.1439870240067038,0.2300162494928571,0.009458319757828064,0.3667292434170188,0.8690291687514913,0.1914271977776153,0.3502585293371186,0.5293535467333464,0.3616395529128048,0.8893497309461895,0.09235448010022447,0.6553572983797844,0.01076111027157933,0.4766187146924987,0.2896212063112261,0.1550963465557051,0.01695166365686858,0.2960874227859711,0.5936630423278465,0.2464294396587788,0.7806293836707022,0.9710814967414921,0.1395660527538269,0.7192930780227336,0.6978274507762278,0.9335122661474964,0.657269889880937,0.1810720153320308,0.5044370624077723,0.2436600441524491,0.2126127185602685,0.09660092242076551,0.3157846190186283,0.8764767314504728,0.9863010303064249,0.2967849534587878,0.1371723977620565,0.916353228346073,0.2576886825526102,0.9336216012304585,0.8448079863091553,0.2770784410230429,0.9449531107908273,0.4397412784068697,0.7497914259193971,0.2759059319641426,0.2597658712987633,0.818900993962954,0.01330308535892811,0.2084721501130846,0.3405332653068096,0.3474387295649086,0.6546953789355019,0.3858154809258705,0.5455296392874691,0.9006744727187036,0.9021521438504636
(5,),0.4681712002204674,0.8231319108601247,0.5011744460600327,0.6129139025850848,51.92480064316734,0.1888461815569139,0.9999885234650407,0.7467819930759124,0.6995539890126424,0.899903693308215,0.432672664418407,0.4746916096027236,0.824875695535894,0.6021711431874436,0.1833008232553964,0.3861992373775358,0.9159118779915343,0.3317564267000743,0.4945372141745409,0.8088751987065275,0.2859489884343011,0.06628613640520947,0.4862297418952553,0.2469386732876133,0.3767432246135877,0.4045635085229292,0.3019875562809501,0.8487837668770335,0.7332612114105161,0.8737912730701606,0.3632671427848467,0.9229694741800669,0.2754406697840081,0.7290274103480072,0.7716782930059659,0.4820843134767165,0.8740783929808749,0.4389752042852438,0.1725407121323488,0.1656035515265954,0.49499975097489,0.6101681406082445,0.2313813881073731,0.919834504571556,0.08484945714552633,0.9402652284898529,0.03846735775249333,0.325543195424766,0.2873329444417152,0.2719580120062658,0.1714852237551231,0.9154236529093868,0.6751543419626179,0.2748507984021472,0.5010732510434752,0.4836567054788466,0.04454531982016599,0.8806356442747169,0.2297829940302305,0.3918438253620415,0.7505908456150718,0.9161173768692931,0.724074808140493,0.02102749929780844,0.7941181337301185,0.226569330829796,0.8170890608675816,0.9497088913251917,0.5519702995033393,0.3616578927289419,0.02072461574936944,0.574124927310145,0.9859889913182944,0.6697020708272329,0.1909871473289242,0.5360205594252325,0.7728578347465977,0.8030400754571714,0.04750945189489619,0.3408168881113203,0.0981562057454224,0.1499516896709104,0.793154516577296,0.8661581308276505,0.5378359998282713,0.2944857692620857,0.979629211828459,0.6662449466954028,0.3213669248405895,0.5109607397314827,0.4718094489277838,0.2050648149023301,0.2742626830535059,0.07990372889857508,0.2118600737646505,0.8589577326797645,0.3512352334754241,0.1326237509593212,0.9539351798791778,0.5595864847580352
(6,),0.02356016785259309,0.03817080874354999,0.07374945607316992,0.193702708415019,0.8693315218689559,48.01164462372824,0.8038012899472311,0.1509714383699701,0.8630734554849786,0.9398651061078075,0.1868047159986754,0.8084688438448382,0.2958518581633206,0.9776705573954999,0.3043653297002591,0.1342801278626937,0.9874026933451078,0.3265962632852265,0.3421397842345572,0.04225293464871425,0.2923975784350014,0.3542026215074742,0.151232150749655,0.1073693231486326,0.7639963636304681,0.2430570546188419,0.7412016670946915,0.3200240787275097,0.04543250519697244,0.9504678241952097,0.5309871932902617,0.05410273925214253,0.3486789427511212,0.9142527570305288,0.3172366044819208,0.1854540623402336,0.7961499585168156,0.8526763850719178,0.6707448210109718,0.5833141723688837,0.9073949896383127,0.04681575142521771,0.6472009016364312,0.2425230529575571,0.7110551348733728,0.3785094655010797,0.1851930565573877,0.3541067373928582,0.394257125226407,0.3389505612822312,0.5142649607402127,0.8230539797771972,0.2787971727308207,0.5930361760071584,0.04481269995891659,0.3682583647806882,0.2029211457816515,0.1693796438773843,0.5782655943802996,0.8880486227154293,0.965052787489271,0.1567351083166053,0.3386070846787062,0.008466595392450897,0.2661508697004323,0.8759782458484786,0.9956389652301687,0.03141179366996265,0.769231762335118,0.07319096765383518,0.1579262993122166,0.2569898010933305,0.7733164352105979,0.4341857796863847,0.4070229951204694,0.9207210124696938,0.5417479874309001,0.8227326272149393,0.09370679163583116,0.5012226791079993,0.7836550437708654,0.9034876704304918,0.5418474149005185,0.404282337666599,0.0909315685055543,0.5461570775222602,0.2435095957684869,0.3305445549214013,0.07020352561916034,0.7010894262659116,0.2524137133077022,0.2797100783366852,0.6371614102179884,0.3331449546128648,0.764999680144472,0.1890188719727752,0.2859210448224539,0.5608802477383922,0.153713893072066,0.3065379512820314
(7,),0.2522531267517262,0.03627801373861367,0.3135696054034303,0.8378008595122931,0.7282240935655997,0.6595795378336087,48.74518351949744,0.0999847131542661,0.2810383385618274,0.1883033522616669,0.2227357904861244,0.3830385188129991,0.6232163079555029,0.8246001990831411,0.02796034022426167,0.7732643180679496,0.3871522219706797,0.6327006681195425,0.7819289664036564,0.8929545604920457,0.2147063774204089,0.1614358400453057,0.02610851876324128,0.1043745321092716,0.8394747000514626,0.07913376626165838,0.4961982457279015,0.2371975692967996,0.3309024732740034,0.864503329075944,0.9688929736911823,0.7863319848806289,0.02088131292411811,0.7713288424675286,0.8746776157393714,0.8596467551019373,0.684620890378076,0.6527957318021432,0.9697448280097268,0.6166198988944215,0.09689669188845627,0.4447302427987483,0.6505636914642418,0.1602591323352614,0.6318710025688999,0.02727789228837954,0.4831213201525993,0.05530918296846055,0.9793735469673602,0.75119294004937,0.2690317432212351,0.5693289824007763,0.3349895557827496,0.125925720781511,0.1231457497401514,0.8906626723639689,0.7671148385744951,0.2257814325217752,0.2676077315602147,0.6419360143682292,0.8362186410094057,0.4669672754867262,0.9066598661502182,0.3491731586478247,0.225443948233454,0.4502195441282337,0.2067010758905413,0.463227913986585,0.1896392772030613,0.4519186715545023,0.4886143770273037,0.8308587704349816,0.3832595654617139,0.9788011799935241,0.3423923004794364,0.9328524814025176,0.9320470448098419,0.005182131434726616,0.6093964747022613,0.8182747993061699,0.5020270635175133,0.8457794934077254,0.1053331053804293,0.4905266090657061,0.7675133048655478,0.8977558906434121,0.5242346337996847,0.820565660957895,0.8236115673108634,0.3056725996748597,0.1230379139491281,0.01462422000059668,0.906232933035797,0.6796502612790238,0.7458032794074455,0.2387037576790735,0.2719974027474606,0.01050272794692673,0.61304995794982,0.1784328364245497
(8,),0.7814335723877718,0.837564425581231,0.7602231144825317,0.9720641239052233,0.3861796205890108,0.5885896894310736,0.588092206936041,49.98583498526725,0.6476603489614198,0.2597640993289526,0.8640155224898423,0.1896412241299313,0.3210225332990445,0.3590430707365349,0.9185972164390062,0.8381441344290241,0.7394157225630846,0.7675858579421562,0.8716127788054147,0.4255513829537768,0.7868445858265923,0.6222654176700011,0.08265980100653428,0.1270420245388382,0.9894916996396241,0.5549315435489205,0.8091024371317752,0.1331236539844003,0.4947508330324851,0.2389252294029531,0.03547062974664071,0.4060786844202293,0.9186626611916613,0.08449235514990651,0.06749977888000012,0.08214995496483288,0.8331411487382908,0.4645797359851732,0.6698056279029704,0.5398266185236851,0.003848465110228194,0.6712722700787063,0.3694037117131301,0.7077099230364012,0.06756642552684997,0.8952932816840699,0.4021229141481317,0.109342749733091,0.5269401911630854,0.3272951357580388,0.08853480619836343,0.5449474613374392,0.2733910707576687,0.3689659984959192,0.9566442136662712,0.2153308498098333,0.8427738341250142,0.3501107198483592,0.5606954797358253,0.2216567822652673,0.8391940501603989,0.03876149423762339,0.6473907489360604,0.9033942260344895,0.2271526084763827,0.9408143044580649,0.9785654625765194,0.4527435124917381,0.6498740539704816,0.4959082657681146,0.1735769256376908,0.6402569787868083,0.06931238278691124,0.1049943733451938,0.4382257867156678,0.7416006401144637,0.5626606611635809,0.8389010184286921,0.1836616732260656,0.6256889216637976,0.1849176705307066,0.6573014143647379,0.7013526902239381,0.3282613783897859,0.09490853405847482,0.1516213579283195,0.5053976537801221,0.7090463849342937,0.5434465728281759,0.325893393560147,0.01953770554176114,0.2150939963279901,0.4296072930126807,0.2841730119658036,0.1370697388167864,0.9233073124558878,0.4239800684817441,0.6015716378765809,0.6052364967565547,0.6134148142274869
(9,),0.3271833885919082,0.2488353859232798,0.3502086479761511,0.929053356696561,0.809323575637238,0.02869671128170105,0.2544534477351837,0.7707928240433798,50.21021336886385,0.9600400680290738,0.3235587746562618,0.4013247729260959,0.5256551851472582,0.9744975017743979,0.03222294091726266,0.6343969903484467,0.244004911141737,0.575602654228044,0.2774089454641165,0.8036099400052481,0.02667685153726498,0.8500069525111766,0.473211586375628,0.5591727631243762,0.03925621281950552,0.7051998083115021,0.9397970204089426,0.9349340336630145,0.5086336599520844,0.5680208388608753,0.8806031633240574,0.1741970286126893,0.7062357109565028,0.1829292245016993,0.2319782856197919,0.553233930163521,0.6835948951331442,0.1074672255723025,0.1147622001900203,0.6866041532318106,0.3585749479245009,0.6479523368545951,0.4697032573067732,0.6668833697101766,0.5834022585661427,0.2851110807724563,0.1260301788765199,0.8631529148519097,0.9193519239282005,0.8268951072208777,0.9371766986604487,0.7301692766543574,0.3229041478129965,0.2693984196951623,0.0907032761080288,0.5382296094946264,0.8584492460967472,0.807064366575781,0.3952948418201548,0.1306197788045192,0.12029458968075,0.1587905077132497,0.8135079965085894,0.5254206791391717,0.9151237003961152,0.550472700000052,0.02937841524389497,0.8893259868712557,0.05939001205912541,0.5198101177131252,0.694243897558439,0.2596247722776139,0.3887919128087413,0.3773650533512673,0.4997229316790697,0.1639454469455613,0.7668132048030316,0.7149478188102663,0.4739211450495559,0.910990164085575,0.2876001457639354,0.1847605021399688,0.2808510881080898,0.4120153902011403,0.2062909806726986,0.7894711707125154,0.7973627665414506,0.7101988220766488,0.1696009864428023,0.3036312898664211,0.7087733989152455,0.3144629374340365,0.3510246873271922,0.1696436126223805,0.854384451246915,0.2181700335519907,0.1878459254893972,0.797964632346951,0.474171443694518,0.8104137258525712
(10,),0.5377567519877109,0.02002428117534955,0.01823898451033057,0.8466143100609368,0.1437947283004195,0.8419220186772419,0.3087573682111538,0.9350503129582692,0.682875802186727,54.52653645909319,0.5051227907804947,0.8776501852968763,0.9073677895297788,0.3829325316370454,0.4428889057057876,0.2168872964247426,0.6334681810679337,0.7623757969994253,0.0827492485400234,0.6584923682842614,0.229481495383992,0.02576516288730252,0.7282115265542989,0.2940708836731756,0.9623199445762356,0.6526975544629384,0.2790610871731221,0.2400516835646705,0.5641496862630412,0.4401774392073526,0.5645221029479286,0.4264457291858689,0.08745608324570328,0.8354894652909143,0.8044463835148141,0.7488213801658776,0.7706277482328645,0.2069894818496885,0.642251507910523,0.9634178248955514,0.8449840172427702,0.9379340651378018,0.004973421547000545,0.3607336091426731,0.8593016824837807,0.201017814595762,0.5877370106023012,0.2892220300567119,0.8619293566903327,0.4027110074421271,0.6264258500333901,0.6189025886109076,0.2302380092383817,0.5684103820513101,0.2527080749562584,0.02739754467372472,0.03741121785354459,0.7649590188060869,0.719022859595204,0.6283418996257518,0.2482170543703823,0.9481328682616256,0.8834508555723029,0.4842855643302992,0.8855369067010596,0.274796929759371,0.6621052207400251,0.7213193565917138,0.2874296263268527,0.9883972766121037,0.9423339588430882,0.7780323626700767,0.9458387388609939,0.712370522674169,0.06595645381601632,0.9701465454192172,0.8019654549751055,0.5226375815090725,0.22622675534863,0.3408862067493291,0.742283554321899,0.4340615922765898,0.5829501001011276,0.1479120272733151,0.1408801007573408,0.541361719240673,0.2299281514780687,0.6306035837512979,0.5537456481642206,0.1202983763989804,0.4947017771585424,0.6093416097536998,0.9927409444779829,0.957049743818888,0.7794701409303976,0.9919580876266063,0.8127739999980315,0.6719129998462514,0.6566335559194554,0.6400772219621949
