index,1,2,3,4,5,6,7,8,9,10
(1,),-0.361024877289703,0.09275577361986176,-0.01354659361476807,0.1453918641945759,0.08900482465172305,0.3310057714429347,-0.3564450726780607,0.5218823905787415,0.01468333168076127,0.08813841492123076
(2,),0.5916456955455173,-0.7330296135762432,0.9259615533153905,0.2323745149725948,0.6179901166664146,0.08850571097506127,-0.04999072753512701,0.2015723125920345,-0.6894024935533968,0.4852654693471948
(3,),0.02902401458550052,-0.1216350285547184,0.7114756487183289,0.09999788061512616,-0.08935809812893641,-0.06828616097011114,-0.06687829646481114,-0.3111295387112056,0.1842183095167655,0.2537500733014633
(4,),-0.2344690480540214,0.3519770816477518,-0.2917154391356951,0.5713981947191162,-0.4569392040421721,0.1820837998332364,-0.11037287366039,-0.3956024075868341,-0.1385311521984621,0.06955158277162674
(5,),0.6615427732171782,0.2927547231773119,0.7204095647797868,0.4078079794199552,-0.5573249958629579,-0.6500283065676256,0.5693728815834176,-0.1683203782520598,0.2815547776672486,2.706673734642617e-5
(6,),0.266304437464856,-0.3265685429298133,0.07370182276213944,0.03256507721474852,0.2999491322836799,0.4268102157901143,-0.1698439223367222,-0.4665887300520483,-0.2075035102818382,0.07870587766805698
(7,),0.241234683510671,-0.620445405142156,0.9032381163395663,-0.4593444807025336,0.07146139913329375,0.4984928739728171,0.1752400878889777,0.006647708358277771,-0.04442031483371425,0.83241826351208
(8,),-0.8603832944778976,0.18532544751911,-0.2742297162611903,-0.878334566329255,0.04121295925047874,-0.03499552092854197,-0.01106078056706261,-0.497732421947308,-0.8122999198142906,0.1025379989348565
(9,),0.01744591173934121,0.1725773009221044,0.2686236039552988,0.171333695562715,-0.5738565915785645,-0.1974840186216157,-0.1057092781547896,0.03410781477045621,-0.2433339471239475,0.1960768643222947
(10,),-0.05761028471431251,-0.4097378538296328,0.1615422341934595,-0.2082240236754417,-0.2400383447080511,0.7251952180182655,0.34690424981049,-0.4310235366285837,0.7860896177347163,-0.2183954299784753
(11,),-0.3042622189856922,-0.1165339963429757,-0.2866598833940141,-0.3014090205392986,0.282954194697756,0.1651685425200171,0.2176642130407342,0.1820805841453066,0.3599135132198215,-0.6771251093746686
(12,),0.7276832943931539,-0.1152297722199069,0.4624581049617907,0.8666408444302787,-0.2594237064815406,0.461290135250864,-0.2807095007826685,0.06793293866149608,0.3897290110468986,-0.1195156230488645
(13,),0.5601093166980595,0.4140805612190891,-0.3161523687366073,-0.3802626326572183,0.7577742704019921,0.4386270892927275,-0.3963728028373763,0.3369122626738016,-0.6755192817916943,0.03597983278711836
(14,),-0.6549890657679192,-0.7623606025921986,0.3265939359829325,-0.4795626637142342,-0.3012347249690837,-0.2828855540387599,-0.299404583785971,0.7568274668785726,0.2178962471413922,0.06466797498223797
(15,),0.8849190061017145,-0.1071125082651495,-0.3030453158857195,-0.6290001720969063,-0.2327215585922029,0.06724487372916753,0.2226282847078452,-0.6351839157464425,0.1050296055307631,0.04348359321206439
(16,),-0.04197995073188565,0.003733326093859846,0.06430871459990539,0.2748337104654295,-0.548181087175335,-0.5919959335952087,0.05277844595513947,-0.2745593297819554,-0.0635678344443803,0.1245345109277448
(17,),-0.006708030945509882,-0.0999435581528324,0.1433416013880794,0.1281070846710942,-0.6215794098640147,-0.4968550015864739,0.7647731113630508,0.8232854243861972,0.224221269418404,0.3051265618625755
(18,),-0.5536608839096743,-0.3039747789548979,-0.1622277970189358,-0.3679405384155031,0.1465283969307665,0.3964807404843819,0.1992985959297357,-0.1458284457443126,-0.7068151684325119,0.7302520555744911
(19,),0.4641130725561585,-0.5020446949142916,-0.01929573034431792,-0.112319335656452,-0.1546575625821094,0.0274457491124509,0.4780325302826792,-0.314248899625365,0.6249220857624447,-0.07799314158331261
(20,),0.2189053291672245,0.1347535613366166,-0.3024142019354404,0.5933940532287922,-0.3064619191330882,-0.4771926485246923,0.2239392792226459,0.7192771566703859,-0.3900632426439061,-0.2832766370608714
(21,),-0.2592723691974387,0.6568137787607313,0.6589996381177737,0.08884891702446696,-0.1741300593866108,0.6975010610628696,-0.2537379732910093,-0.02981259172120687,0.02214407710661265,0.110793165920106
(22,),-0.7046857654629148,0.5631203879557314,0.2595852173801883,0.1558306432706854,0.5486174389986048,-0.0675108114033377,-0.4701998362215334,0.6050357899270048,-0.267374995449383,-0.07699968220382078
