index,1,2,3,4,5,6,7,8,9,10
(1,),0.1250291886478907,0.002300907841521592,-0.0001260493800519752,0.003867524160646694,0.001239759223782909,-0.008990419339241766,-4.93077562497997e-5,-0.001584077289901921,-0.002446478507810206,-0.005485577593389797
(2,),0.002300907841521592,0.1086794397904057,0.001835469513731004,0.008064099682696977,0.002555747940702699,0.004943856900142004,-0.01189727415487309,-0.006056916499551152,0.005872278118434658,0.005448547355749107
(3,),-0.0001260493800519752,0.001835469513731004,0.1281464478592677,-0.003002038795279804,-0.01259382477616081,-0.0022615939689442,0.003144620934606155,-0.0003912860288819036,-0.005986833038365117,0.01688182195313432
(4,),0.003867524160646694,0.008064099682696977,-0.003002038795279804,0.1147032556837643,-0.01106250726654444,-0.01632676488391759,-0.003074241232687484,0.001713172253046665,-0.001162789591249969,0.001746384553025292
(5,),0.001239759223782909,0.002555747940702699,-0.01259382477616081,-0.01106250726654444,0.1395409513783228,-0.003660817939955003,-0.002544803343135426,0.0007808154278095642,-0.007990434460549265,0.001344803525309553
(6,),-0.008990419339241766,0.004943856900142004,-0.0022615939689442,-0.01632676488391759,-0.003660817939955003,0.115528138103968,0.006263584309905985,0.008654523577965971,0.001682064041018735,-0.002914837573047567
(7,),-4.93077562497997e-5,-0.01189727415487309,0.003144620934606155,-0.003074241232687484,-0.002544803343135426,0.006263584309905985,0.1214322198899253,0.004493403379063239,-0.003712117171817884,0.004637377629678193
(8,),-0.001584077289901921,-0.006056916499551152,-0.0003912860288819036,0.001713172253046665,0.0007808154278095642,0.008654523577965971,0.004493403379063239,0.1173071210013257,-0.001940125775670751,-0.007901197160660067
(9,),-0.002446478507810206,0.005872278118434658,-0.005986833038365117,-0.001162789591249969,-0.007990434460549265,0.001682064041018735,-0.003712117171817884,-0.001940125775670751,0.1263946948355086,0.005083587548840363
(10,),-0.005485577593389797,0.005448547355749107,0.01688182195313432,0.001746384553025292,0.001344803525309553,-0.002914837573047567,0.004637377629678193,-0.007901197160660067,0.005083587548840363,0.1253547011876314
