index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
(1,),0.2674947902742906,0.9235875050380233,3.823087268548092,0.9874343437276414,3.248232486315992,3.199471479959021,-0.2456825376008158,0.9787354825232519,0.6724602225489402,-1.847310632089746,0.1115722624617606,2.247066016005149,-1.643414645676437,2.51917038020984,-0.5905539797669892,-0.7385017281375728,2.644295472739882,-0.6040563317104488,-1.799915079667664,0.9153791952885424,1.674524041930608,2.108311560365635,-2.037846507137322,2.52844685493886,0.544574244793294,-2.581592127780758,1.526417854290713,2.824565222029944,0.5419021205268795,-2.400617820811047,-2.31591014687432,3.357612743869061,-3.481277619474809,-2.374025666315255,-1.516543791230344,-1.734034006306274,2.475690407151077,1.653287239171686,0.3024117096934749,2.956576678828816,2.69858568162617,3.50961152082374,-2.779235201864607,3.47822391773182,-3.111201256671492,2.848128686352697,1.629252111999289,2.978780799860266,1.457868671823786,0.08420634981025987,0.5430754505369908,-1.015528642399076,-2.430418652443429,-3.182100093811572,-2.073626401274504,-1.872818772518083,2.76535029461893,-2.432920757617989,3.401148990644764,0.4877570455221747,-0.5532395102938721,1.939078625986976,-3.540006350345628,-0.3811655158920231,0.5786511492485777,-2.368027438943895,0.9014295781314603,0.2645186233213286,0.6436637446998397,1.97213277841478
(2,),3.657624541576608,-1.833466817149506,2.698533521886898,-2.851851287993006,-0.3934931491558085,0.8853817491075446,-1.84756184079811,0.0704047642066028,-3.350222783978141,-0.9944926811421624,-1.57653065445188,3.772157012379195,0.9167713464953211,2.528525314370498,3.675835543016153,-1.15962244687471,0.6021675329498937,1.693990253317598,-3.111819899579351,3.15971225513974,-0.08852047986908396,3.607312666561857,-0.9606413465623533,-0.8840443560985123,-3.517684581912054,-0.737725735196729,2.574215214805788,1.570018561065273,0.392598052349034,-3.804967035367911,0.04559325787998336,-0.65867404555132,3.47610075743117,-0.1705513027991561,1.013440921040656,-3.749531561985459,-1.307218053026077,2.718203010448798,-3.687972690475492,3.959591490027801,1.798901827272102,-1.387609979490165,3.243335124619552,0.9768650748402283,-3.080192414544574,1.850669890947825,-3.111901851951156,-2.957534270893398,3.49762050227543,-3.358416931730342,-1.373965523854186,0.8897326426640468,2.493669629955352,-0.9254062551390967,-3.959436252417742,-1.224646725239283,-3.546700655489623,-2.136858377229904,0.3362383875251087,3.264337120200761,-3.253012253985109,-1.233093651352016,-0.5664713720872565,2.842999362926951,1.471303701204735,-0.9560254650358497,-3.202947207341421,-1.478826776686389,0.8913471262651775,1.969121430638008
(3,),-0.593783104510321,-3.355956920885496,-1.416140242935166,-3.351272747367009,0.8998682470555535,1.546989938855517,1.733861900394071,1.020260947509578,-1.820340150785669,-1.183748289733805,2.89988644147858,1.695401807094576,-2.424182103288933,0.6360347051727073,-0.6240129992720647,-1.215424225406215,0.5557196074435575,1.668051819891069,3.696310682105648,1.932660672528,-1.714061371110197,1.135356128083121,1.971010839007796,-1.01894040018936,3.463031334949561,-2.999678845350567,0.006094164038548122,1.154924866489409,-1.683388470414187,3.312034126125569,-1.489467497045992,-1.243674043931208,-3.311095593274689,2.61254992585004,-2.498195730590965,-1.12262024770078,-0.5704698470900964,-1.998354871461856,-3.801978821803439,-1.61196407992766,0.3568496464634698,1.697067356692543,2.238806367905251,2.146279463397122,-0.8809216920713854,-2.023776298160399,3.666591172922839,1.880063407269096,-1.534754212045017,0.5235141491312598,-3.267744935809403,3.697862337259426,-3.468742203687763,0.7858617664126459,-2.57776816224906,-1.1600132440478,0.1443654409236261,1.16397679603268,0.2068097385109953,2.846880765936586,2.912010087053448,3.205005288091517,-2.659085096538008,1.151265915161209,3.15280250240129,-1.310233096425852,-2.943324544260475,0.9398637580844893,1.842130185951725,0.3619516049211651
(4,),-2.878554042546628,0.6250098505217458,1.254745813388374,3.145573916041324,-0.7226843908079021,1.992888199178588,-1.047012156020932,0.6657466527534597,2.066853636341699,0.9853594020741632,-3.1676740654947,-0.3262862228171879,3.401561703501356,2.946839394554445,2.505462694448182,2.586117951725673,-0.2483985228354757,0.8666314223794744,-1.653263923995802,3.864413933068984,3.580582546334694,-3.419981278299355,-2.535191970649001,0.2197401860275727,3.841688712322815,-0.7844689838762364,-1.254450698790857,-3.181615775535716,-3.056352108858047,-0.2230721974615895,1.901378569133648,1.73214495908268,1.560908690711572,-2.651175308705902,-1.79479663871516,-3.827323818460977,0.06917832740520158,2.849957811697863,3.889877802818837,-0.8973161892459154,1.7038962402588,-2.248846621673564,2.53469982772933,-2.642544139275013,-0.2415130256486284,3.442803254253445,3.289599951609783,-0.3264290557719915,1.244563504369355,1.006770625259106,-3.103864529253263,3.204682116930242,2.845489279622829,2.969050353207027,2.360490221096651,-1.507072215690437,-2.467985315582863,-3.417097065395044,2.939905249214087,0.6806388091402962,-2.790433742606028,-0.6150124246923272,-1.400359616551394,0.5566615155531212,0.1889921485222343,1.695266344588509,-3.777196559036639,2.240323429698368,3.498525647120633,-2.05914307677336
(5,),3.938341918420951,3.953693150011261,0.8795301277226475,-0.4442099449081924,-2.888841186615578,-2.397118726681,-2.645093376404884,0.5000039454194773,3.645391060960693,1.345255246531718,0.5970286628207111,3.187401845852604,-0.8751534885200738,1.578932541655816,2.732653354707547,0.4495198303555288,-3.376463764918636,-0.05096173809602478,-1.37783317364684,-0.18274861083896,-3.877337998003102,-1.110711620464496,-3.234341008163125,1.371848407661117,1.171399864690383,3.493347045702109,-3.787364670592488,-3.808400533336208,0.8287618314433116,1.741856178805373,2.014340189031495,3.739415032073665,-3.940099619423023,0.1692379719653063,2.42507735012305,-1.676981914720641,-1.543947363946938,-3.610516567600841,1.080995208427339,-1.820790326506118,1.029227991943945,2.577714912686642,-0.7094088235164779,-2.496752177551905,0.7428008393080292,2.727951202318999,-1.834257777283395,3.277178990915671,-0.3748455823585748,1.813048178136881,-1.712819559112488,1.967549500618195,3.628763102955915,1.440243638606514,1.431933455708981,-2.079206534868014,0.9367315748487783,1.015332321561524,0.5682454971961075,-1.764601008515825,-3.011016290892192,-3.09594669662442,1.663140071930388,1.312824501246824,-3.308943471563603,-1.773229707101958,1.946838059730581,3.053574677318689,-1.528021715166029,-3.275650348288342
(6,),0.9956463846307031,-3.944099668274252,1.090847618676404,2.7188966525698,-1.509679678339683,-2.819960826593563,3.435599054367707,1.482410720419636,-3.79623456450008,-1.676719277623271,1.931825491719664,-1.109983532364286,-1.557160143267176,-0.05270255749262232,0.2613616348681482,1.45967300819304,1.064862429189416,-2.338497762414773,1.868172363464739,-3.29103343440487,-0.9877176851187577,-1.126341015020832,-1.223312410413937,-1.487667877638805,2.810234320034663,1.724489195945646,0.4404129371361707,2.785892491746622,-3.966515252752504,1.600502758529649,0.1076815589224136,-2.707972456534527,0.9169581717745121,1.166548016238654,2.763400545503334,0.4240048319394916,1.414201534999027,-2.421697374274493,3.132725544899238,-2.107445754525917,-0.3421292747921978,3.632909227943865,3.316012464546035,-1.456647318016894,2.532518214084708,1.251020280273939,-3.047843205985427,-2.987412845410375,-0.5240558217987594,0.1799293136654248,3.804881058835806,-0.4161177000078076,-2.596494267374275,-3.658231782368659,-2.588995057361194,1.358505719197188,2.574501089656406,3.878408827721517,2.646786629072688,0.5935437566696535,0.44943713497773,3.911382424098445,1.354466235479472,-3.847408075333746,-0.09209300288302424,0.293162130135979,-1.083004195551108,-0.3923725596674017,-3.619758283160509,1.9167189301111
(7,),2.729238613729668,-2.789317982475769,-3.247444301303593,-1.337649556835816,-3.890705532672342,0.7919624242042147,2.822525457724576,0.5725215259781464,-2.598896106910645,1.73078863378852,-2.779132604426545,1.14466162870472,-2.942046663844352,-2.658363108972019,-3.738936078740405,-3.576554241879783,-1.551039761650493,2.869873671552605,-0.4035148362951309,3.921033993991717,1.515057328087266,3.764638816717951,-0.9560737217053705,-2.566171812341462,-3.285185891678118,2.996109648673523,1.142031237578234,-1.021338093945964,-1.209917817133923,-1.387815418850476,3.924530385468294,3.330823492830008,-1.240541325758908,0.2456057751005467,2.205221244162843,-0.891082050064576,3.579681710223792,-2.217726370437498,1.654325037971116,-3.445403837019733,-2.978288831989515,0.3298400631188763,3.931036583405488,1.906785055007442,-1.606958064997379,-3.316714441514627,3.396766379313105,2.993986710121773,3.965167899528741,2.222216814775269,2.772167085949555,3.31840695058488,2.317789404852236,0.7795027797007013,-1.044169023016055,-3.951357549086091,-1.838105482019414,2.34307286004239,3.632749134773114,3.297591654560396,-1.016409256548088,-1.465572294263028,-2.280961765020928,-2.234543540372303,-2.83325728352506,-3.307996108018123,0.4866734610421535,1.82458982047812,-3.550031416948096,-3.00467191378032
(8,),3.662648032616724,-3.467245265123069,-2.607997510408633,2.995362621744352,-1.4519665693136,2.110664312219469,-2.800280621678064,1.814313143337362,-2.055568994305518,1.700453781995816,-1.557049208010819,-2.955978060416111,-1.309445659290717,-2.572316002022319,1.565150050622122,-1.973704435585164,-1.636511973340701,-2.941763739971027,-0.03787853393867957,-3.208867623858121,1.535718511575015,3.518019629112005,1.282411946281873,-1.083565133285248,-3.349921627794519,-3.883962747596009,-1.190977581924761,-3.117970537292535,2.018544626634476,-2.237721423709914,1.607618174721403,3.676302994672065,-2.564273705012649,0.8196780161662165,0.4743504304838204,-2.631064511857943,-1.966223975456555,-2.475101058928225,2.484144338905358,0.1999132620554587,2.402904328489727,-3.275826401047574,0.5807223311969736,-0.7887852949864116,-3.123009027232082,-1.746922718977727,-3.581463082725675,3.767687398107574,-3.4929042332807,1.048462265594201,-0.03542516737910706,2.754471295894325,-0.8105780399668259,1.064606124263795,1.244534705715818,-3.097830905466234,-1.443283052240096,2.721867816019838,-0.4627271144157477,-1.472023934037221,3.69335533105546,3.837820820305762,1.640798738465334,-1.74788141434135,-1.134243023500265,-0.807116978829352,3.427515220507437,-3.583954738827913,-1.193961910315251,2.370743564612324
(9,),-0.04704939759689131,-3.320138772753735,2.98110277488277,2.029563027148756,-3.184444740794339,0.8373910448335522,-3.532758454619949,-2.009392787398748,1.291156811081593,1.543627812645645,-2.388468717635208,-2.021920103719146,2.729955515049309,0.7363371304545039,3.364499020887171,3.20859613121833,-3.37854872124788,-0.5761971113658193,1.049130433677897,-1.92873101618573,-1.927377472782306,3.448261738949564,-2.815276458269262,-2.969844180895985,0.548753300250266,1.595187589770634,-2.838123412302175,-0.9649640466252047,0.9109913866541479,3.852454606125335,0.8754865146886202,3.747751917249643,1.270241138760452,-3.517571588644353,-0.5051364020045908,1.612011449427925,3.530126029921905,-3.970076624662253,0.4605832998179888,3.766680330410536,3.59298084559624,-1.264339885891597,-0.6885146191012708,-0.5520150682323215,0.9445595982395449,-1.987021489401755,-3.859432365589578,-0.7313740872825059,-3.656944708904302,1.794438999864963,2.782820863453921,0.3592671632120235,1.727241374813744,-3.188269820342544,-2.478115832709399,3.228663592784096,1.928896864055454,-0.2111794608334217,-2.717186889041756,-0.7007383537450202,1.798653912713023,3.607924701282368,0.5681699870838619,0.2605262792359344,-1.194332061885813,2.063827203236765,-2.181702253872549,-1.82082861187003,1.168016335964751,2.609295813799541
(10,),-3.978317634226224,3.919747288684609,-2.418889328786212,0.3125563107398506,2.229207016525595,3.657961759945854,2.02769541722458,1.069476023343328,-0.3471057614104294,1.394407307129397,-3.164311721996723,2.785090339642366,0.0467341405650199,-2.194641874619997,0.6009288602375813,-2.483838854504279,-2.555880485193783,1.235051592454047,3.45995434002815,3.541664406847898,0.9289161141504509,-0.7665757321616513,2.690836031841971,-0.4296502566537659,0.140123340203683,-3.41289718310471,0.4417683383981901,2.959118930544871,-0.7786663554306794,-2.795644076716088,-1.062373973978635,-0.9006131260938508,-3.414743792043727,3.497347285293965,2.787384803496897,3.730679996469005,-3.348349460971491,0.4583359392611666,1.311591421488582,-0.5216607500047723,-1.880018563357902,2.738272027212279,-0.4662630604401343,-3.398469897384788,2.082315728419455,-2.717491848265762,3.528690523224071,1.127213818724051,3.383233937562876,-3.524594534312092,-0.1842156195628606,-0.4321291453214555,3.390254522543185,-0.297854773194222,-2.020648371257881,-2.761234058455806,1.67330275385059,-1.478516864308174,-2.740968307541284,-0.2646936231444705,-3.654391639154679,1.290259169511381,0.1443839612783293,-3.294922951116471,2.900850315634638,-1.235116896649827,-3.175200803579856,1.523619291218839,0.8816826390144827,-0.222010750003554
