index,1,2,3,4,5,6,7,8,9,10
(1,),0.3766756247741157,0.01682290931022903,0.01965760225657063,0.01623365501606814,-0.008892054631894183,0.01119224503321611,0.005810133023425468,0.0008250112867080287,-0.01080733011703101,0.007836989608245217
(2,),0.01682290931022903,0.3578893363153356,-0.01829733171849139,-0.002229502327420206,-0.00665169206112042,0.007559285423437949,0.007877820369215754,-0.006389232313459264,-0.01447268415075538,0.001087952539589685
(3,),0.01965760225657063,-0.01829733171849139,0.3790696547294393,-0.005828372190998608,-0.01472638008420182,0.001601888512757386,-0.01684562638321346,-0.0080991259699273,-0.005957457271191931,0.007407810186194116
(4,),0.01623365501606814,-0.002229502327420206,-0.005828372190998608,0.3327117537906599,-0.008452548252983987,0.0161047887866505,-0.003371650812613205,-0.02168667277220359,-0.004005003716609541,-0.01526130448805141
(5,),-0.008892054631894183,-0.00665169206112042,-0.01472638008420182,-0.008452548252983987,0.3672720785034242,-0.0007322567026298791,0.003728919833300849,-0.01015989115846917,0.007897319289985931,0.0300570930988987
(6,),0.01119224503321611,0.007559285423437949,0.001601888512757386,0.0161047887866505,-0.0007322567026298791,0.361175187381331,0.003182251169809036,0.0168048543427479,-0.01293007745761768,0.008478816531502112
(7,),0.005810133023425468,0.007877820369215754,-0.01684562638321346,-0.003371650812613205,0.003728919833300849,0.003182251169809036,0.3826061680644013,-0.004727962592753348,-0.01764403249131676,-0.01483335615735284
(8,),0.0008250112867080287,-0.006389232313459264,-0.0080991259699273,-0.02168667277220359,-0.01015989115846917,0.0168048543427479,-0.004727962592753348,0.3393599588206221,0.006420872934827701,-0.001602920525848569
(9,),-0.01080733011703101,-0.01447268415075538,-0.005957457271191931,-0.004005003716609541,0.007897319289985931,-0.01293007745761768,-0.01764403249131676,0.006420872934827701,0.3620727223703221,-0.004253344247371078
(10,),0.007836989608245217,0.001087952539589685,0.007407810186194116,-0.01526130448805141,0.0300570930988987,0.008478816531502112,-0.01483335615735284,-0.001602920525848569,-0.004253344247371078,0.3839276517817898
