index,1,2,3,4,5,6,7,8,9,10
(1,),-0.4865130197103594,0.7427130053062317,-0.2518133063333201,0.4011238267658251,-0.1185462223148178,0.4036386626143948,-0.1001827203013184,-0.04365414300083725,-0.1879597599285775,0.1627159743155833
(2,),-0.2462335519222027,-0.4072751688834667,-0.2695834371552955,-0.0872464040985877,0.8507143405914674,0.4508976205853374,0.4254256383182142,0.1128531318779262,-0.5815789086868332,-0.1848634721605578
(3,),-0.1835819420074225,0.2538485484180112,0.3244434391182611,0.4687545924844473,0.5000631375083784,-0.884531501697909,0.2359155524712201,-0.3802334211708615,0.4826167484040467,0.3420342111109979
(4,),0.3908755622886094,-0.3622891865398918,0.3750467187163705,0.01299631069221996,-0.8169195872107297,-0.04616694145593281,0.1401479023278292,0.3668180970178923,0.8287873270573495,-0.3414430728409082
(5,),0.112136602131649,-0.1285199622139257,-0.2338529306811643,0.04888248962855823,0.4199617110944252,0.5843216291947222,0.4987255732773431,0.8367522673735922,-0.03664347803527995,-0.2613685358341713
(6,),-0.06261777783803218,0.009117848657859792,-0.8103800602213324,-0.2121039469631232,0.3361188539800699,-0.3593862002237523,-0.6261069471437438,0.1601901505686359,-0.5921338817334645,-0.1189292133005888
(7,),-0.5304714091268433,0.3195858467046992,0.5353355138230752,0.1135742588502137,-0.6162940880434236,-0.7465325996313862,0.7130834212869114,0.3990190244872508,0.7209414697708234,-0.308086044322802
(8,),0.6960718213257717,0.1451075056590998,-0.09190413049552532,-0.2006327236966601,0.1181806771060492,0.03852513625797599,0.0458560181466996,0.03052384175409917,0.01988008186102425,0.155861766075881
(9,),-0.6534263997752232,-0.21281697066121,-0.9114939310383777,0.4592974904854655,-0.07934280740981305,-0.2147130349072741,-0.168154195939039,0.4292646178884875,-0.1907253340886308,-0.1558721687832796
(10,),0.1352314018206604,0.1767661891632852,0.1602849986277862,0.02223173772842157,0.385898300825028,0.9146358144716799,0.1021895056661937,-0.05952845629614828,0.4502014759530165,0.5239747916481344
(11,),-0.7778268860464512,-0.08236419934907123,0.4845394013534273,-0.07836909809197479,0.01872305681077913,-0.9438471947312951,0.9518252280163467,-0.12361072747677,-0.197761966982564,-0.08511505761213833
(12,),0.9410586770496747,0.02387543580463958,0.2428946828203993,0.3407570236318869,0.5888581976111951,-0.04191128926098897,-0.007551281130622756,0.4384235762427958,-0.6150179713852157,-0.5042645667637484
(13,),0.3426481255237053,-0.1591647504813002,-0.1793335756244357,-0.03261246353715841,-0.4308553893438516,0.3039485216047763,-0.7376430197113452,0.2659972182787833,-0.04563529185215398,0.3560634683140548
(14,),0.6415498582021127,-0.7514152842860722,0.6482756975360725,0.2377244141965298,-0.2046452617785862,0.02394645550174784,-0.6731543660373711,0.4052766547481716,-0.2405887002578254,-0.03707110326519092
(15,),0.8417588059982646,-0.1668765830740853,-0.1858752039777675,0.04356218609963036,0.1313312338367278,-0.07686775365455256,0.4513766394924893,0.1840953032932719,0.2430400866162596,0.2604095907768271
(16,),0.2902509435996179,0.2694699337744358,-0.7275440496467269,0.06113753587772192,0.1323047982384532,-0.06412275586508698,-0.4034024310803589,-0.185221400841626,0.1106629257385777,0.001433959823475828
(17,),-0.1779962699993765,-0.2851403131504605,-0.08406365968882529,-0.1283325106414582,0.2643829529709906,-0.4171354229396804,0.4131890421653379,-0.5622559718922012,0.5305994920718624,0.7592618126785319
(18,),-0.5680205795858967,0.06170027637716091,0.2525862432957617,0.407115939510213,-0.3781498300723238,0.2917717538579526,0.734004887045864,0.4034172754486963,0.238248874174167,0.1501769804657137
(19,),0.6207446837631337,-0.7683539069084331,0.341418162660527,0.3481113527556477,0.3308017535498801,-0.4520253889737631,0.01548287964580342,0.6641862847377866,-0.1664140737107525,-0.09901175632446024
(20,),-0.5107364481011164,0.2572361468773598,-0.3353280906112298,0.1899412090473534,0.3444577524217111,-0.03300755484211881,0.5449355488579242,0.03093570262358775,-0.2089572749824849,0.218000117586123
(21,),0.3330981967373687,0.1292124402206573,0.3231252059110425,0.4587586820520863,0.0902930838670096,-0.332239276293859,0.4865867707453043,0.4093955878590637,0.4940979741545086,-0.5006144194841584
(22,),-0.5755099705613613,-0.6767090169228613,0.2450591013344951,-0.01191894727197962,0.3414003389692264,0.293799772957625,0.5548090864858158,0.07766462386370634,-0.04031343765212736,-0.8391598200662372
(23,),0.4245993523544193,0.3695921624157515,-0.2633965129485989,0.4573006455242724,-0.3646867411083636,0.2739558543881687,-0.4175169989966823,0.147766848786146,-0.1481133511999153,-0.152079585028091
(24,),-0.7208209640096241,-0.2626640507178018,-0.4332437474180105,-0.7104686030768411,-0.229428407415857,-0.1727240438210315,0.1830202062919329,0.7256300883516229,0.08994987910298058,0.0625852074330362
(25,),-0.005040410571606646,-0.07245699681683537,0.4352446248921467,0.114365214693667,0.8638881925479647,0.5580282986748082,0.0857245187809128,0.5308086204773251,-0.4644567549739325,0.3993313509441365
(26,),0.1406483723532089,-0.7408674268181333,-0.669777658536935,-0.1966171151767624,-0.1794606213543345,-0.3009462891703346,-0.3901920791705093,-0.4133389479481978,0.2671281706300185,0.1496891704559043
(27,),-0.5495241547040065,-0.6055632576000594,-0.12864708905244,-0.8079870552937006,0.4080177089647117,0.7410835483857774,0.2028763601540065,-0.01608798479250939,0.27660238990145,-0.3003703754885527
(28,),0.4594429498698687,0.6866667883863764,-0.1710603636828958,-0.5491586191432933,-0.4689962974881002,-0.1158350991853702,-0.1377181156614029,0.2136883814262298,-0.4059474706777156,-0.1800284096113066
(29,),0.5306569676057219,-0.1183374235506598,-0.0269257550771751,0.2122447836712577,-0.3951735372013351,-0.01700600892650772,0.6758719784289837,0.3910504505065812,-0.3121828990674977,0.5476697179820004
(30,),-0.09615731968190833,0.1902576402208598,0.4660273690469193,0.09643222830873624,-0.1594382436686179,-0.3836069780074358,-0.3268128547174364,-0.2628099290687042,0.3582174732215416,-0.1061203879283953
(31,),0.1034903132677819,-0.1011222323126484,0.1680568016035804,-0.2217329453406314,0.07239150990880944,-0.8032696958271278,-0.3798952814527555,-0.8848224725805601,0.3748015553030841,0.2699202096834651
(32,),0.6682152738127907,0.1787864789406869,0.3871380031880168,-0.3277917334671305,-0.2525386111591075,0.0576298272176119,-0.1086742250025956,0.6555901737035951,0.304210832061902,-0.7120680185671941
(33,),0.5133668620299194,-0.354503179863172,0.07603477427432237,0.2484127680217065,0.2974040447493396,0.6976677546919812,0.3407617406577059,0.5475226495073025,0.314439109816968,-0.1046396860253995
(34,),-0.7871837042575959,0.5131645139558486,0.2528841344107245,0.7689593855604181,-0.4382383172732849,-0.2362494452140137,0.4259298441160138,0.1641472189399341,0.08517181324225032,-0.03449729534982496
(35,),0.2167298536258646,-0.1097455350801443,0.7315020603314009,-0.1477799063503964,0.641606545608093,-0.6357433228573561,0.1104376362272882,-0.1631129946884344,0.05671662086350793,-0.6227244019061688
(36,),-0.7199592630067708,0.5450777675329038,0.03807849194570953,-0.4342921971135986,0.4673412550876897,0.03456659418989073,0.6585345618654075,0.1876788397684175,0.4931526705071168,-0.670462141452962
(37,),-0.5201749069340382,0.5110398130042035,-0.2570271520128525,-0.4083361970040018,-0.3441242224667466,-0.186407394150721,0.174903868203495,0.7740673358376098,0.2066831328615305,0.2104580454271674
