index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
(1,),0.0458211187785314,0.0008020455718016598,-0.001209429814289307,-0.000218194990619973,6.055995727076534e-5,-0.001181346184621056,0.00169362366779094,0.001299024869517929,-0.002803774769231576,0.002320083647696055,0.000390319233575832,0.0006246373149916729,-0.000730102746444114,0.0001887957733378705,0.001536783801027083,0.001807965750954199,-0.003398992503402988,-0.001185360390979809,0.00117893169392154,0.00191611216625004
(2,),0.0008020455718016598,0.0455505667938691,6.4201285934167e-5,-0.002850417546962168,-0.003319136723388124,0.001835990117926954,-0.000319560639215996,0.0003792619717918605,0.0006208089651151838,-0.001550016699782312,-0.0001256435307295904,0.0008677825424340174,-0.003516283774743156,-0.001130357981556728,-0.001314587497248883,-0.0006529469578552246,0.0005100012936581096,0.0008887213141146998,0.0005993628279775839,0.001406338162936194
(3,),-0.001209429814289307,6.4201285934167e-5,0.04881758624066872,-0.002892587269216679,-0.001203035744203596,-0.001321983966894782,-0.001100871662443596,-7.979042693833703e-5,0.002931633711293098,-0.003291507622113367,-0.000357060764138392,0.0004914423478293557,0.002043750706245728,0.0009666582592647325,-0.001439892868972036,-0.001549725882575778,0.003640711209159376,0.001737230876576744,-0.001081681711140335,-0.001677163477916043
(4,),-0.000218194990619973,-0.002850417546962168,-0.002892587269216679,0.04754506528349678,0.0001439763315557688,0.002833775051799597,-0.00164719592042892,0.0002699544619919695,0.002218252115440165,0.0005708581073560915,0.0009635693439622995,0.001982324190440863,0.00120951348451151,-0.0007803801813529453,-0.001753079352344234,-5.51149675431108e-5,-0.0005311654724164702,0.001451021586732016,0.001180019044600521,-0.0009773982334900164
(5,),6.055995727076534e-5,-0.003319136723388124,-0.001203035744203596,0.0001439763315557688,0.04857712337832507,-0.001554526666453882,0.003001835961983843,-0.0001127330844642936,0.0009369270071374052,-0.0002351420921688145,0.002124714212785847,-0.0009549671370343087,-0.002385108985961827,-0.001368746086601603,0.001355423756347804,0.0004752092244475106,-0.0008202840601782267,-0.0007573569788548173,0.0005826199672008038,-0.00260493935876873
(6,),-0.001181346184621056,0.001835990117926954,-0.001321983966894782,0.002833775051799597,-0.001554526666453882,0.04439662908398043,-0.001374745873812344,-0.001338764078465083,-0.001115610310386502,7.26361835462353e-5,0.001710919565325488,0.0007072111546177829,-0.0008470808592664531,0.001674169918950545,4.403005138364526e-5,0.001432932133059197,-0.000811810260390419,0.0002736868837031126,-0.001761140802838218,-0.002105479561021539
(7,),0.00169362366779094,-0.000319560639215996,-0.001100871662443596,-0.00164719592042892,0.003001835961983843,-0.001374745873812344,0.04897411918721413,0.001386720420536567,-0.0004436144138168302,-0.0003215565184680101,-0.001769850972894608,-7.667668070650806e-5,-0.001707372512807368,-0.002500331656591036,-0.001024582034517553,-0.00304195322519178,-0.002728367699438544,-0.000863718502892394,-0.0001522743070140783,-0.002498555664128703
(8,),0.001299024869517929,0.0003792619717918605,-7.979042693833703e-5,0.0002699544619919695,-0.0001127330844642936,-0.001338764078465083,0.001386720420536567,0.0426881290130216,-0.0004962710212192729,-0.0009397116412889948,0.002087933454699787,0.001632965393355003,-0.002094295478382824,-0.00172688959789039,-0.00108278172799384,0.0001169016335590423,0.001695973062975245,-0.001395520110516024,0.001850638640158168,0.0003575272556694285
(9,),-0.002803774769231576,0.0006208089651151838,0.002931633711293098,0.002218252115440165,0.0009369270071374052,-0.001115610310386502,-0.0004436144138168302,-0.0004962710212192729,0.04667899463969623,0.000914007927160478,-0.001675413841705102,6.836920472598192e-5,0.0008949077810110068,-0.001471908256050367,-0.002821717139549634,0.001742377310143194,-0.001307306696113154,-0.002747123894706529,0.0003160787180739516,-0.0009323184950818256
(10,),0.002320083647696055,-0.001550016699782312,-0.003291507622113367,0.0005708581073560915,-0.0002351420921688145,7.26361835462353e-5,-0.0003215565184680101,-0.0009397116412889948,0.000914007927160478,0.0482617573920732,-0.002300001060095144,0.0005605974192152161,0.0009712843935029386,-0.0004842259025113406,-0.0009017275151466497,-0.0001636078767566655,0.0009468070926445368,-2.094274055470914e-5,3.758545545569051e-5,0.001140982900667843
